,predator_radius,predator_pos_x,predator_pos_y,predator_vel_x,predator_vel_y,prey_radius,prey_pos_x,prey_pos_y,prey_vel_x,prey_vel_y,prey_survived
0,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,9.937879844874544,965.0973428795917,951.801329619593,44.781728078175604,92.20267475182038,1.0
1,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,17.75122239283499,709.8049776684838,364.00744038744443,120.05467954215683,-123.56826888499545,0.0
2,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,20.606792182271093,8.834537876043981,340.7625304751304,-254.98251052668087,-292.4750190110442,0.0
3,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,28.468319691733523,740.4180136481781,861.4147361909115,-61.36128805013798,218.6948834878796,0.0
4,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,18.884557075130687,315.951426839915,325.4823072179121,79.73549332260484,-38.54117389518512,1.0
5,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,19.73692041105031,854.0586060572548,280.5682141818071,-255.8731630404915,-263.2830045595896,0.0
6,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,34.73392326019217,758.4160061501701,433.1355531188016,111.75650133020658,-281.26859265872423,0.0
7,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,32.05607607121775,397.42461904394446,191.59373521958688,211.22802855554275,132.39197889243422,0.0
8,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,21.554234520524457,697.3069502379449,675.8612377023562,253.5801638196218,-96.48283539085404,1.0
9,25.023933610426003,355.4443988778014,337.081413758948,111.78370910790338,-186.15587077638085,38.66135177961347,750.1890045116754,220.3012444422731,176.75592851507815,-195.50727031811945,0.0
10,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,36.63382945150229,806.743101164264,440.95593291568366,154.7281251699385,-88.18018625022279,0.0
11,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,30.227615534326244,384.93014125317586,662.6815582557264,284.80742368753613,-266.1748647843175,0.0
12,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,6.9410571237694025,365.11173506435847,882.6545261801151,151.32568903766912,-224.03970875998323,0.0
13,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,23.973168912774323,648.125097288086,136.55773794168346,-97.57098583873989,95.69705283346438,0.0
14,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,33.82662267160791,470.01719430259385,767.3745323657491,121.45312268979728,-278.66764054975374,0.0
15,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,39.64533044413235,246.28866460528644,633.3838991753585,-282.8773092708189,-192.26390027448141,0.0
16,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,34.6878609192186,838.1786249604401,56.05723788615527,-156.8609470379788,211.49887260966432,0.0
17,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,7.712805988280103,865.6186097991185,839.299068848958,71.39648449225399,-202.9872224202698,0.0
18,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,39.43471541223985,773.0421298684215,178.20564380931978,-117.20212127960184,-260.3227247164355,0.0
19,30.663644622490366,140.07419474887698,141.30698836655608,-171.7889583576826,-272.8666845913949,24.992530810413747,585.5047236445731,484.3237391013685,82.88511365189649,271.09926165816364,1.0
20,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,20.917899957636962,75.7642808224984,165.73734131728546,-190.96102607876523,139.91523292694671,0.0
21,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,15.241892610529062,561.7394911594757,456.7020183784997,-288.47954939100083,94.22597356530139,0.0
22,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,13.4763565264037,324.65906555567665,718.4115502403091,32.9150480992919,101.85193301705837,1.0
23,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,14.73156163367352,609.1156496076936,869.188352703799,271.8643563164924,-104.4652438505007,0.0
24,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,30.540154637291014,562.903351425359,527.8100967612525,164.69886500775803,81.46847110212852,0.0
25,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,18.836584257906622,905.172398253574,602.7944103388469,232.2638596468541,182.7781404072249,0.0
26,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,36.13610038533527,679.0846334507461,605.6521881413203,-67.16383133882283,210.66754435678038,0.0
27,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,39.16686006900309,315.7520045985708,142.55685175696198,-245.067104308823,254.442432460341,0.0
28,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,24.66539829722637,838.1037023427411,886.2518545088744,122.85420785810908,86.41564107045747,0.0
29,15.662208553678994,378.08827417033166,264.3747861954155,-184.36527010228738,211.6211959581265,13.356438386279327,390.2000204697574,250.52505181225015,-157.87464055595547,-68.16518029798914,0.0
